pkt_index,size,RTT,port
5078,64,19.98,1200
5079,64,19.48,1200
5080,64,19.14,1200
5081,64,19.91,1200
5082,64,22.45,1200
5083,64,25.87,1200
5084,64,20.54,1200
5085,64,20.77,1200
5086,64,22.57,1200
5087,64,19.29,1200
5088,64,19.66,1200
5089,64,20.05,1200
5090,64,20.16,1200
5091,64,19.48,1200
5092,64,19.37,1200
5093,64,24.26,1200
5094,64,20.86,1200
5095,64,20.32,1200
5096,64,20.90,1200
5097,64,21.18,1200
5098,64,19.78,1200
5099,64,19.87,1200
5100,64,19.93,1200
5101,64,19.31,1200
5102,64,20.70,1200
5103,64,19.63,1200
5104,64,19.36,1200
5105,64,19.81,1200
5106,64,20.02,1200
5107,64,19.25,1200
5108,64,20.50,1200
5109,64,26.54,1200
5110,64,21.27,1200
5111,64,19.00,1200
5112,64,19.20,1200
5113,64,20.08,1200
5114,64,23.93,1200
5115,64,19.11,1200
5116,64,19.43,1200
5117,64,19.30,1200
5118,64,22.77,1200
5119,64,19.16,1200
5120,64,20.20,1200
5121,64,21.30,1200
5122,64,20.96,1200
5123,64,19.83,1200
5124,64,20.07,1200
5125,64,26.49,1200
5126,64,20.50,1200
5127,64,19.59,1200
5128,64,19.44,1200
5129,64,20.39,1200
5130,64,19.72,1200
5131,64,19.18,1200
5132,64,18.93,1200
5133,64,24.98,1200
5134,64,20.89,1200
5135,64,19.15,1200
5136,64,18.38,1200
5137,64,20.09,1200
5138,64,19.39,1200
5139,64,19.35,1200
5140,64,19.07,1200
5141,64,23.94,1200
5142,64,20.05,1200
5143,64,19.21,1200
5144,64,19.23,1200
5145,64,19.92,1200
5146,64,20.30,1200
5147,64,20.36,1200
5148,64,19.15,1200
5149,64,19.68,1200
5150,64,20.29,1200
5151,64,19.64,1200
5152,64,20.25,1200
5153,64,19.50,1200
5154,64,19.77,1200
5155,64,19.34,1200
5156,64,19.51,1200
5157,64,23.70,1200
5158,64,23.00,1200
5159,64,23.05,1200
5160,64,21.18,1200
5161,64,20.02,1200
5162,64,25.56,1200
5163,64,20.05,1200
5164,64,19.73,1200
5165,64,19.53,1200
5166,64,19.74,1200
5167,64,19.17,1200
5168,64,19.05,1200
5169,64,20.23,1200
5170,64,20.37,1200
5171,64,22.30,1200
5172,64,21.45,1200
5173,64,26.32,1200
5174,64,19.86,1200
5175,64,19.45,1200
5176,64,18.55,1200
5177,64,20.14,1200
5178,64,19.73,1200
5179,64,22.77,1200
5180,64,20.75,1200
5181,64,19.58,1200
5182,64,22.20,1200
5183,64,22.18,1200
5184,64,21.86,1200
5185,64,23.09,1200
5186,64,19.66,1200
5187,64,19.28,1200
5188,64,19.89,1200
5189,64,23.81,1200
5190,64,20.00,1200
5191,64,19.17,1200
5192,64,18.99,1200
5193,64,19.76,1200
5194,64,19.73,1200
5195,64,19.00,1200
5196,64,20.53,1200
5197,64,20.32,1200
5198,64,19.98,1200
5199,64,19.49,1200
5200,64,19.09,1200
5201,64,19.89,1200
5202,64,19.94,1200
5203,64,19.39,1200
5204,64,19.31,1200
5205,64,24.37,1200
5206,64,20.24,1200
5207,64,18.98,1200
5208,64,24.39,1200
5209,64,21.08,1200
5210,64,20.94,1200
5211,64,19.44,1200
5212,64,19.27,1200
5213,64,19.43,1200
5214,64,19.82,1200
5215,64,19.26,1200
5216,64,20.32,1200
5217,64,19.71,1200
5218,64,19.64,1200
5219,64,18.81,1200
5220,64,19.30,1200
5221,64,25.98,1200
5222,64,21.37,1200
5223,64,20.22,1200
5224,64,20.38,1200
5225,64,20.67,1200
5226,64,20.16,1200
5227,64,19.55,1200
5228,64,19.33,1200
5229,64,19.57,1200
5230,64,19.90,1200
5231,64,19.58,1200
5232,64,18.61,1200
5233,64,19.71,1200
5234,64,21.11,1200
5235,64,20.97,1200
5236,64,20.31,1200
5237,64,21.03,1200
5238,64,20.08,1200
5239,64,19.44,1200
5240,64,19.46,1200
5241,64,19.95,1200
5242,64,19.66,1200
5243,64,19.05,1200
5244,64,18.71,1200
5245,64,19.52,1200
5246,64,22.66,1200
5247,64,20.56,1200
5248,64,20.48,1200
5249,64,20.18,1200
5250,64,20.25,1200
5251,64,19.73,1200
5252,64,20.55,1200
5253,64,24.20,1200
5254,64,20.23,1200
5255,64,19.19,1200
5256,64,19.04,1200
5257,64,20.07,1200
5258,64,19.77,1200
5259,64,20.49,1200
5260,64,23.09,1200
5261,64,21.06,1200
5262,64,19.95,1200
5263,64,19.45,1200
5264,64,19.54,1200
5265,64,20.17,1200
5266,64,19.90,1200
5267,64,19.08,1200
5268,64,19.36,1200
5269,64,24.15,1200
5270,64,19.79,1200
5271,64,18.69,1200
5272,64,20.28,1200
5273,64,22.40,1200
5274,64,20.90,1200
5275,64,19.23,1200
5276,64,19.96,1200
5277,64,20.00,1200
5278,64,22.32,1200
5279,64,19.41,1200
5280,64,19.24,1200
5281,64,19.74,1200
5282,64,19.53,1200
5283,64,18.98,1200
5284,64,19.53,1200
5285,64,22.81,1200
5286,64,22.84,1200
5287,64,21.25,1200
5288,64,20.35,1200
5289,64,20.19,1200
5290,64,20.17,1200
5291,64,19.98,1200
5292,64,19.83,1200
5293,64,20.36,1200
5294,64,20.20,1200
5295,64,19.30,1200
5296,64,20.20,1200
5297,64,20.83,1200
5298,64,21.64,1200
5299,64,20.07,1200
5300,64,20.24,1200
5301,64,23.76,1200
5302,64,20.33,1200
5303,64,19.53,1200
5304,64,19.48,1200
5305,64,20.38,1200
5306,64,20.00,1200
5307,64,19.55,1200
5308,64,19.54,1200
5309,64,22.45,1200
5310,64,24.82,1200
5311,64,20.86,1200
5312,64,20.39,1200
5313,64,20.30,1200
5314,64,20.93,1200
5315,64,19.82,1200
5316,64,19.59,1200
5317,64,25.04,1200
5318,64,20.05,1200
5319,64,19.31,1200
5320,64,19.84,1200
5321,64,20.46,1200
5322,64,21.92,1200
5323,64,22.95,1200
5324,64,19.72,1200
5325,64,20.37,1200
5326,64,20.78,1200
5327,64,18.99,1200
5328,64,18.92,1200
5329,64,19.74,1200
5330,64,20.06,1200
5331,64,18.93,1200
5332,64,19.42,1200
5333,64,25.26,1200
5334,64,21.30,1200
5335,64,20.70,1200
5336,64,20.34,1200
5337,64,20.22,1200
5338,64,19.95,1200
5339,64,19.28,1200
5340,64,19.60,1200
5341,64,19.56,1200
5342,64,20.29,1200
5343,64,19.66,1200
5344,64,19.61,1200
5345,64,20.16,1200
5346,64,20.23,1200
5347,64,19.04,1200
5348,64,21.58,1200
5349,64,25.55,1200
5350,64,19.61,1200
5351,64,19.26,1200
5352,64,19.92,1200
5353,64,20.78,1200
5354,64,19.59,1200
5355,64,19.77,1200
5356,64,20.07,1200
5357,64,19.75,1200
5358,64,20.02,1200
5359,64,19.29,1200
5360,64,21.25,1200
5361,64,20.98,1200
5362,64,21.17,1200
5363,64,20.27,1200
5364,64,20.17,1200
5365,64,22.13,1200
5366,64,20.48,1200
5367,64,19.31,1200
5368,64,19.29,1200
5369,64,20.25,1200
5370,64,20.55,1200
5371,64,19.29,1200
5372,64,19.15,1200
5373,64,20.80,1200
5374,64,23.20,1200
5375,64,19.86,1200
5376,64,19.82,1200
5377,64,19.96,1200
5378,64,20.77,1200
5379,64,19.54,1200
5380,64,20.14,1200
5381,64,24.20,1200
5382,64,20.49,1200
5383,64,19.11,1200
5384,64,19.28,1200
5385,64,24.59,1200
5386,64,21.55,1200
5387,64,20.68,1200
5388,64,19.99,1200
5389,64,19.81,1200
5390,64,20.93,1200
5391,64,19.90,1200
5392,64,19.29,1200
5393,64,19.89,1200
5394,64,20.10,1200
5395,64,19.55,1200
5396,64,19.38,1200
5397,64,22.05,1200
5398,64,20.73,1200
5399,64,20.60,1200
5400,64,19.09,1200
5401,64,19.38,1200
5402,64,20.29,1200
5403,64,19.29,1200
5404,64,19.51,1200
5405,64,19.90,1200
5406,64,21.37,1200
5407,64,20.14,1200
5408,64,19.71,1200
5409,64,19.80,1200
5410,64,20.22,1200
5411,64,21.37,1200
5412,64,21.23,1200
5413,64,24.51,1200
5414,64,19.78,1200
5415,64,19.35,1200
5416,64,19.23,1200
5417,64,20.50,1200
5418,64,20.07,1200
5419,64,19.38,1200
5420,64,19.57,1200
5421,64,20.59,1200
5422,64,19.62,1200
5423,64,20.82,1200
5424,64,21.41,1200
5425,64,20.71,1200
5426,64,20.36,1200
5427,64,20.09,1200
5428,64,19.55,1200
5429,64,21.22,1200
5430,64,19.73,1200
5431,64,19.16,1200
5432,64,18.89,1200
5433,64,19.92,1200
5434,64,19.53,1200
5435,64,19.56,1200
5436,64,20.59,1200
5437,64,21.32,1200
5438,64,21.65,1200
5439,64,19.54,1200
5440,64,19.24,1200
5441,64,19.70,1200
5442,64,19.80,1200
5443,64,19.79,1200
5444,64,19.40,1200
5445,64,23.27,1200
5446,64,19.64,1200
5447,64,19.20,1200
5448,64,18.88,1200
5449,64,20.75,1200
5450,64,21.37,1200
5451,64,19.54,1200
5452,64,19.55,1200
5453,64,19.73,1200
5454,64,20.06,1200
5455,64,19.28,1200
5456,64,23.36,1200
5457,64,20.62,1200
5458,64,20.30,1200
5459,64,18.81,1200
5460,64,19.03,1200
5461,64,26.45,1200
5462,64,21.24,1200
5463,64,20.09,1200
5464,64,19.32,1200
5465,64,20.20,1200
5466,64,20.17,1200
5467,64,19.43,1200
5468,64,19.66,1200
5469,64,19.43,1200
5470,64,22.86,1200
5471,64,19.89,1200
5472,64,19.46,1200
5473,64,20.09,1200
5474,64,21.32,1200
5475,64,20.70,1200
5476,64,20.62,1200
5477,64,21.98,1200
5478,64,19.89,1200
5479,64,18.91,1200
5480,64,18.91,1200
5481,64,19.78,1200
5482,64,20.06,1200
5483,64,18.97,1200
5484,64,18.98,1200
5485,64,19.50,1200
5486,64,19.93,1200
5487,64,19.72,1200
5488,64,22.05,1200
5489,64,20.78,1200
5490,64,20.00,1200
5491,64,19.34,1200
5492,64,19.55,1200
5493,64,24.55,1200
5494,64,19.88,1200
5495,64,19.30,1200
5496,64,19.20,1200
5497,64,20.57,1200
5498,64,20.22,1200
5499,64,18.89,1200
5500,64,21.23,1200
5501,64,20.95,1200
5502,64,22.56,1200
5503,64,19.57,1200
5504,64,19.30,1200
5505,64,36.45,1200
5506,64,20.12,1200
5507,64,19.35,1200
5508,64,19.96,1200
5509,64,22.88,1200
5510,64,20.04,1200
5511,64,19.41,1200
5512,64,20.54,1200
5513,64,21.45,1200
5514,64,19.81,1200
5515,64,19.88,1200
5516,64,19.61,1200
5517,64,19.87,1200
5518,64,20.46,1200
5519,64,19.75,1200
5520,64,19.69,1200
5521,64,19.96,1200
5522,64,20.48,1200
5523,64,18.92,1200
5524,64,18.97,1200
5525,64,23.03,1200
5526,64,20.54,1200
5527,64,19.22,1200
5528,64,18.77,1200
5529,64,19.86,1200
5530,64,19.45,1200
5531,64,19.12,1200
5532,64,18.80,1200
5533,64,19.70,1200
5534,64,22.78,1200
5535,64,19.03,1200
5536,64,18.75,1200
5537,64,21.14,1200
5538,64,21.77,1200
5539,64,20.68,1200
5540,64,19.32,1200
5541,64,23.59,1200
5542,64,19.37,1200
5543,64,19.20,1200
5544,64,18.55,1200
5545,64,20.06,1200
5546,64,19.39,1200
5547,64,18.68,1200
5548,64,18.89,1200
5549,64,20.16,1200
5550,64,20.46,1200
5551,64,21.38,1200
5552,64,19.71,1200
5553,64,20.27,1200
5554,64,22.52,1200
5555,64,19.53,1200
5556,64,19.79,1200
5557,64,21.66,1200
5558,64,19.50,1200
5559,64,19.46,1200
5560,64,18.91,1200
5561,64,20.30,1200
5562,64,20.50,1200
5563,64,23.57,1200
5564,64,22.95,1200
5565,64,21.95,1200
5566,64,23.27,1200
5567,64,19.79,1200
5568,64,19.07,1200
5569,64,20.72,1200
5570,64,20.90,1200
5571,64,21.81,1200
5572,64,19.66,1200
5573,64,23.10,1200
5574,64,20.13,1200
5575,64,20.05,1200
5576,64,20.66,1200
5577,64,20.42,1200
5578,64,20.27,1200
5579,64,19.96,1200
5580,64,19.52,1200
5581,64,19.83,1200
5582,64,20.15,1200
5583,64,19.93,1200
5584,64,19.56,1200
5585,64,20.38,1200
5586,64,19.62,1200
5587,64,19.93,1200
5588,64,20.15,1200
5589,64,23.46,1200
5590,64,19.88,1200
5591,64,19.69,1200
5592,64,19.19,1200
5593,64,20.16,1200
5594,64,19.89,1200
5595,64,19.45,1200
5596,64,19.03,1200
5597,64,19.83,1200
5598,64,22.22,1200
5599,64,19.29,1200
5600,64,19.03,1200
5601,64,22.57,1200
5602,64,21.86,1200
5603,64,21.74,1200
5604,64,19.54,1200
5605,64,25.54,1200
5606,64,20.54,1200
5607,64,19.20,1200
5608,64,19.16,1200
5609,64,19.81,1200
5610,64,19.79,1200
5611,64,19.55,1200
5612,64,20.14,1200
5613,64,21.49,1200
5614,64,21.40,1200
5615,64,20.39,1200
5616,64,19.66,1200
5617,64,20.05,1200
5618,64,20.35,1200
5619,64,20.66,1200
5620,64,22.14,1200
5621,64,21.26,1200
5622,64,19.58,1200
5623,64,19.76,1200
5624,64,19.00,1200
5625,64,20.15,1200
5626,64,22.10,1200
5627,64,21.12,1200
5628,64,19.35,1200
5629,64,20.57,1200
5630,64,23.11,1200
5631,64,19.35,1200
5632,64,19.55,1200
5633,64,20.17,1200
5634,64,20.08,1200
5635,64,19.28,1200
5636,64,18.98,1200
5637,64,24.56,1200
5638,64,21.39,1200
5639,64,20.30,1200
5640,64,19.89,1200
5641,64,20.11,1200
5642,64,20.46,1200
5643,64,19.42,1200
5644,64,19.28,1200
5645,64,19.14,1200
5646,64,19.57,1200
5647,64,19.12,1200
5648,64,18.78,1200
5649,64,20.11,1200
5650,64,19.82,1200
5651,64,20.02,1200
5652,64,23.15,1200
5653,64,24.68,1200
5654,64,19.66,1200
5655,64,19.44,1200
5656,64,19.21,1200
5657,64,19.78,1200
5658,64,19.51,1200
5659,64,19.24,1200
5660,64,19.36,1200
5661,64,19.84,1200
5662,64,22.72,1200
5663,64,18.67,1200
5664,64,25.13,1200
5665,64,21.70,1200
5666,64,21.04,1200
5667,64,19.43,1200
5668,64,19.79,1200
5669,64,25.42,1200
5670,64,19.86,1200
5671,64,19.36,1200
5672,64,19.53,1200
5673,64,19.94,1200
5674,64,20.40,1200
5675,64,19.91,1200
5676,64,20.43,1200
5677,64,20.81,1200
5678,64,20.96,1200
5679,64,19.23,1200
5680,64,19.30,1200
5681,64,20.57,1200
5682,64,19.54,1200
5683,64,19.46,1200
5684,64,19.43,1200
5685,64,24.91,1200
5686,64,20.15,1200
5687,64,18.84,1200
5688,64,19.53,1200
5689,64,20.66,1200
5690,64,20.71,1200
5691,64,19.20,1200
5692,64,19.54,1200
5693,64,20.12,1200
5694,64,22.43,1200
5695,64,19.23,1200
5696,64,19.90,1200
5697,64,20.16,1200
5698,64,20.33,1200
5699,64,19.53,1200
5700,64,20.11,1200
5701,64,26.43,1200
5702,64,21.63,1200
5703,64,20.72,1200
5704,64,19.56,1200
5705,64,21.27,1200
5706,64,20.04,1200
5707,64,19.57,1200
5708,64,19.33,1200
5709,64,19.86,1200
5710,64,20.15,1200
5711,64,19.45,1200
5712,64,19.89,1200
5713,64,20.44,1200
5714,64,21.73,1200
5715,64,20.95,1200
5716,64,20.41,1200
5717,64,24.85,1200
5718,64,19.71,1200
5719,64,19.59,1200
5720,64,18.86,1200
5721,64,20.28,1200
5722,64,19.91,1200
5723,64,19.69,1200
5724,64,19.77,1200
5725,64,19.61,1200
5726,64,20.41,1200
5727,64,20.77,1200
5728,64,22.49,1200
5729,64,21.12,1200
5730,64,19.50,1200
5731,64,19.29,1200
5732,64,19.32,1200
5733,64,23.12,1200
5734,64,19.72,1200
5735,64,18.79,1200
5736,64,18.39,1200
5737,64,19.64,1200
5738,64,19.27,1200
5739,64,19.37,1200
5740,64,21.05,1200
5741,64,20.84,1200
5742,64,20.03,1200
5743,64,18.96,1200
5744,64,19.04,1200
5745,64,20.69,1200
5746,64,19.33,1200
5747,64,19.36,1200
5748,64,19.66,1200
5749,64,21.48,1200
5750,64,22.21,1200
5751,64,19.04,1200
5752,64,20.05,1200
5753,64,21.77,1200
5754,64,22.14,1200
5755,64,19.28,1200
5756,64,19.43,1200
5757,64,20.08,1200
5758,64,22.84,1200
5759,64,19.90,1200
5760,64,19.43,1200
5761,64,20.45,1200
5762,64,20.84,1200
5763,64,19.09,1200
5764,64,20.05,1200
5765,64,26.86,1200
5766,64,21.57,1200
5767,64,19.14,1200
5768,64,19.54,1200
5769,64,19.97,1200
5770,64,20.24,1200
5771,64,19.66,1200
5772,64,19.16,1200
5773,64,20.04,1200
5774,64,19.89,1200
5775,64,20.00,1200
5776,64,19.75,1200
5777,64,20.94,1200
5778,64,21.53,1200
5779,64,20.49,1200
5780,64,19.22,1200
5781,64,21.34,1200
5782,64,20.06,1200
5783,64,18.97,1200
5784,64,19.30,1200
5785,64,19.57,1200
5786,64,19.59,1200
5787,64,18.91,1200
5788,64,19.35,1200
5789,64,19.50,1200
5790,64,23.64,1200
5791,64,20.83,1200
5792,64,21.86,1200
5793,64,19.89,1200
5794,64,20.25,1200
5795,64,19.14,1200
5796,64,19.76,1200
5797,64,23.40,1200
5798,64,19.60,1200
5799,64,22.83,1200
5800,64,18.91,1200
5801,64,19.35,1200
5802,64,19.51,1200
5803,64,22.87,1200
5804,64,21.46,1200
5805,64,20.43,1200
5806,64,19.98,1200
5807,64,19.69,1200
5808,64,19.51,1200
5809,64,19.76,1200
5810,64,19.95,1200
5811,64,19.46,1200
5812,64,19.89,1200
5813,64,21.58,1200
5814,64,19.42,1200
5815,64,19.16,1200
5816,64,21.23,1200
5817,64,21.98,1200
5818,64,21.36,1200
5819,64,19.94,1200
5820,64,20.30,1200
5821,64,19.73,1200
5822,64,22.61,1200
5823,64,20.25,1200
5824,64,20.52,1200
5825,64,20.48,1200
5826,64,20.29,1200
5827,64,19.38,1200
5828,64,21.32,1200
5829,64,24.89,1200
5830,64,20.42,1200
5831,64,19.10,1200
5832,64,19.14,1200
5833,64,20.05,1200
5834,64,19.66,1200
5835,64,18.88,1200
5836,64,19.31,1200
5837,64,19.50,1200
5838,64,19.93,1200
5839,64,19.03,1200
5840,64,18.82,1200
5841,64,20.85,1200
5842,64,22.39,1200
5843,64,19.88,1200
5844,64,19.69,1200
5845,64,24.45,1200
5846,64,19.89,1200
5847,64,19.16,1200
5848,64,21.60,1200
5849,64,22.57,1200
5850,64,20.34,1200
5851,64,19.41,1200
5852,64,19.70,1200
5853,64,21.12,1200
5854,64,21.68,1200
5855,64,20.55,1200
5856,64,20.62,1200
5857,64,19.91,1200
5858,64,20.20,1200
5859,64,19.68,1200
5860,64,19.23,1200
5861,64,25.52,1200
5862,64,20.02,1200
5863,64,19.10,1200
5864,64,18.81,1200
5865,64,21.13,1200
5866,64,111.94,1200
5867,64,20.26,1200
5868,64,19.66,1200
5869,64,19.64,1200
5870,64,20.05,1200
5871,64,19.69,1200
5872,64,19.74,1200
5873,64,20.01,1200
5874,64,20.50,1200
5875,64,21.02,1200
5876,64,20.81,1200
5877,64,25.75,1200
5878,64,19.94,1200
5879,64,18.78,1200
5880,64,19.48,1200
5881,64,20.50,1200
5882,64,20.21,1200
5883,64,18.67,1200
5884,64,19.25,1200
5885,64,19.50,1200
5886,64,22.91,1200
5887,64,19.84,1200
5888,64,21.01,1200
5889,64,21.08,1200
5890,64,20.38,1200
5891,64,19.24,1200
5892,64,19.34,1200
5893,64,23.13,1200
5894,64,19.84,1200
5895,64,19.40,1200
5896,64,19.12,1200
5897,64,19.74,1200
5898,64,19.98,1200
5899,64,18.84,1200
5900,64,19.84,1200
5901,64,22.13,1200
5902,64,19.70,1200
5903,64,19.18,1200
5904,64,19.07,1200
5905,64,20.07,1200
5906,64,19.88,1200
5907,64,19.33,1200
5908,64,18.98,1200
5909,64,24.14,1200
5910,64,69.03,1200
5911,64,20.81,1200
5912,64,19.80,1200
5913,64,19.91,1200
5914,64,20.18,1200
5915,64,19.64,1200
5916,64,19.85,1200
5917,64,19.70,1200
5918,64,20.40,1200
5919,64,19.57,1200
5920,64,20.12,1200
5921,64,20.77,1200
5922,64,19.83,1200
5923,64,22.75,1200
5924,64,20.66,1200
5925,64,24.34,1200
5926,64,19.36,1200
5927,64,19.29,1200
5928,64,19.01,1200
5929,64,21.37,1200
5930,64,19.97,1200
5931,64,18.90,1200
5932,64,19.52,1200
5933,64,19.93,1200
5934,64,20.70,1200
5935,64,20.84,1200
5936,64,20.36,1200
5937,64,21.64,1200
5938,64,19.97,1200
5939,64,19.65,1200
5940,64,22.57,1200
5941,64,21.35,1200
5942,64,20.03,1200
5943,64,18.85,1200
5944,64,19.45,1200
5945,64,19.08,1200
5946,64,19.95,1200
5947,64,19.20,1200
5948,64,20.74,1200
5949,64,21.24,1200
5950,64,22.86,1200
5951,64,19.28,1200
5952,64,20.59,1200
5953,64,20.07,1200
5954,64,19.95,1200
5955,64,19.49,1200
5956,64,19.76,1200
5957,64,23.95,1200
5958,64,20.02,1200
5959,64,19.41,1200
5960,64,19.30,1200
5961,64,29.38,1200
5962,64,20.88,1200
5963,64,19.21,1200
5964,64,20.08,1200
5965,64,19.89,1200
5966,64,20.25,1200
5967,64,19.29,1200
5968,64,18.83,1200
5969,64,19.71,1200
5970,64,19.84,1200
5971,64,18.61,1200
5972,64,19.21,1200
5973,64,24.08,1200
5974,64,21.23,1200
5975,64,19.56,1200
5976,64,19.37,1200
5977,64,19.72,1200
5978,64,19.42,1200
5979,64,18.94,1200
5980,64,18.80,1200
5981,64,19.58,1200
5982,64,22.37,1200
5983,64,19.25,1200
5984,64,20.31,1200
5985,64,19.63,1200
5986,64,21.16,1200
5987,64,21.42,1200
5988,64,21.45,1200
5989,64,27.87,1200
5990,64,19.95,1200
5991,64,19.50,1200
5992,64,19.31,1200
5993,64,20.09,1200
5994,64,20.88,1200
5995,64,20.03,1200
5996,64,19.73,1200
5997,64,19.79,1200
5998,64,21.13,1200
5999,64,21.07,1200
6000,64,20.58,1200
6001,64,20.50,1200
6002,64,20.06,1200
6003,64,19.58,1200
6004,64,20.09,1200
6005,64,21.40,1200
6006,64,19.89,1200
6007,64,19.06,1200
6008,64,18.95,1200
6009,64,20.21,1200
6010,64,19.77,1200
6011,64,20.10,1200
6012,64,20.89,1200
6013,64,20.94,1200
6014,64,21.98,1200
6015,64,19.27,1200
6016,64,20.63,1200
6017,64,20.57,1200
6018,64,19.79,1200
6019,64,20.56,1200
6020,64,19.53,1200
6021,64,25.78,1200
6022,64,19.71,1200
6023,64,19.16,1200
6024,64,20.37,1200
6025,64,21.79,1200
6026,64,20.11,1200
6027,64,19.40,1200
6028,64,20.27,1200
6029,64,19.42,1200
6030,64,20.17,1200
6031,64,19.02,1200
6032,64,19.38,1200
6033,64,19.86,1200
6034,64,19.87,1200
6035,64,18.95,1200
6036,64,18.77,1200
6037,64,22.55,1200
6038,64,24.32,1200
6039,64,19.37,1200
6040,64,19.79,1200
6041,64,19.65,1200
6042,64,19.80,1200
6043,64,19.46,1200
6044,64,19.48,1200
6045,64,19.48,1200
6046,64,21.77,1200
6047,64,19.16,1200
6048,64,19.71,1200
6049,64,21.44,1200
6050,64,21.14,1200
6051,64,20.19,1200
6052,64,19.63,1200
6053,64,24.37,1200
6054,64,19.55,1200
6055,64,18.90,1200
6056,64,18.56,1200
6057,64,19.54,1200
6058,64,19.68,1200
6059,64,20.74,1200
6060,64,19.25,1200
6061,64,19.43,1200
6062,64,20.66,1200
6063,64,20.27,1200
6064,64,19.88,1200
6065,64,20.14,1200
6066,64,19.57,1200
6067,64,19.09,1200
6068,64,19.10,1200
6069,64,23.30,1200
6070,64,20.00,1200
6071,64,19.07,1200
6072,64,18.99,1200
6073,64,19.13,1200
6074,64,19.64,1200
6075,64,20.23,1200
6076,64,20.66,1200
6077,64,20.94,1200
6078,64,22.27,1200
6079,64,18.54,1200
6080,64,19.09,1200
6081,64,20.43,1200
6082,64,19.78,1200
6083,64,19.18,1200
6084,64,19.53,1200
6085,64,22.59,1200
6086,64,19.98,1200
6087,64,22.00,1200
6088,64,20.69,1200
6089,64,21.67,1200
6090,64,20.69,1200
6091,64,19.49,1200
6092,64,19.51,1200
6093,64,19.78,1200
6094,64,19.99,1200
6095,64,19.26,1200
6096,64,19.28,1200
6097,64,19.84,1200
6098,64,20.12,1200
6099,64,19.20,1200
6100,64,19.39,1200
6101,64,25.01,1200
6102,64,23.76,1200
6103,64,20.32,1200
6104,64,22.21,1200
6105,64,20.69,1200
6106,64,19.95,1200
6107,64,19.56,1200
6108,64,19.54,1200
6109,64,20.30,1200
6110,64,22.47,1200
6111,64,19.35,1200
6112,64,19.38,1200
6113,64,21.54,1200
6114,64,21.61,1200
6115,64,19.62,1200
6116,64,19.25,1200
6117,64,23.35,1200
6118,64,19.64,1200
6119,64,19.05,1200
6120,64,18.94,1200
6121,64,19.46,1200
6122,64,20.17,1200
6123,64,19.48,1200
6124,64,20.20,1200
6125,64,20.46,1200
6126,64,22.39,1200
6127,64,20.07,1200
6128,64,19.63,1200
6129,64,19.90,1200
6130,64,19.85,1200
6131,64,18.96,1200
6132,64,19.71,1200
6133,64,22.86,1200
6134,64,19.78,1200
6135,64,19.71,1200
6136,64,20.70,1200
6137,64,19.93,1200
6138,64,22.00,1200
6139,64,21.27,1200
6140,64,19.97,1200
6141,64,20.01,1200
6142,64,22.80,1200
6143,64,19.47,1200
6144,64,19.91,1200
6145,64,20.19,1200
6146,64,20.71,1200
6147,64,19.61,1200
6148,64,19.25,1200
6149,64,23.63,1200
6150,64,20.18,1200
6151,64,20.21,1200
6152,64,21.05,1200
6153,64,21.10,1200
6154,64,19.81,1200
6155,64,19.02,1200
6156,64,19.18,1200
6157,64,19.54,1200
6158,64,19.87,1200
6159,64,19.39,1200
6160,64,19.04,1200
6161,64,19.48,1200
6162,64,19.95,1200
6163,64,19.79,1200
6164,64,20.66,1200
6165,64,26.42,1200
6166,64,19.83,1200
6167,64,19.00,1200
6168,64,19.09,1200
6169,64,19.41,1200
6170,64,19.77,1200
6171,64,19.39,1200
6172,64,19.37,1200
6173,64,19.84,1200
6174,64,22.52,1200
6175,64,19.14,1200
6176,64,20.18,1200
6177,64,21.02,1200
6178,64,20.75,1200
6179,64,19.56,1200
6180,64,19.09,1200
6181,64,24.21,1200
6182,64,19.77,1200
6183,64,18.83,1200
6184,64,19.03,1200
6185,64,22.27,1200
6186,64,19.94,1200
6187,64,19.17,1200
6188,64,19.44,1200
6189,64,22.63,1200
6190,64,21.54,1200
6191,64,20.47,1200
6192,64,18.95,1200
6193,64,19.67,1200
6194,64,19.59,1200
6195,64,18.98,1200
6196,64,19.46,1200
6197,64,24.90,1200
6198,64,19.74,1200
6199,64,18.85,1200
6200,64,18.81,1200
6201,64,19.44,1200
6202,64,22.39,1200
6203,64,20.61,1200
6204,64,19.04,1200
6205,64,19.94,1200
6206,64,22.20,1200
6207,64,18.92,1200
6208,64,19.76,1200
6209,64,20.09,1200
6210,64,20.47,1200
6211,64,19.78,1200
6212,64,19.76,1200
6213,64,22.26,1200
6214,64,22.48,1200
6215,64,20.31,1200
6216,64,20.46,1200
6217,64,19.44,1200
6218,64,19.88,1200
6219,64,19.55,1200
6220,64,19.58,1200
6221,64,19.77,1200
6222,64,19.67,1200
6223,64,19.95,1200
6224,64,19.20,1200
6225,64,19.60,1200
6226,64,20.48,1200
6227,64,24.66,1200
6228,64,21.15,1200
6229,64,27.05,1200
6230,64,20.88,1200
6231,64,19.06,1200
6232,64,19.70,1200
6233,64,19.69,1200
6234,64,22.92,1200
6235,64,19.76,1200
6236,64,19.63,1200
6237,64,19.85,1200
6238,64,22.68,1200
6239,64,19.96,1200
6240,64,20.51,1200
6241,64,20.97,1200
6242,64,19.85,1200
