pkt_index,size,rx_time_ns,tx_time_ns,delta_ns
5042,64,7117881901639697,7117881901642488,2791
5043,64,7117881901643996,7117881901646605,2609
5044,64,7117881901647633,7117881901650142,2509
5045,64,7117881901651143,7117881901653674,2531
5046,64,7117881901654655,7117881901657078,2423
5047,64,7117881901658092,7117881901660624,2532
5048,64,7117881901661639,7117881901664272,2633
5049,64,7117881901665333,7117881901668048,2715
5050,64,7117881901669066,7117881901671571,2505
5051,64,7117881901672705,7117881901675330,2625
5052,64,7117881901676376,7117881901678889,2513
5053,64,7117881901679920,7117881901682395,2475
5054,64,7117881901683395,7117881901685810,2415
5055,64,7117881901686957,7117881901689385,2428
5056,64,7117881901690683,7117881901693189,2506
5057,64,7117881901694265,7117881901696714,2449
5058,64,7117881901697668,7117881901700123,2455
5059,64,7117881901701097,7117881901703513,2416
5060,64,7117881901704590,7117881901707113,2523
5061,64,7117881901708126,7117881901710593,2467
5062,64,7117881901711689,7117881901714272,2583
5063,64,7117881901715309,7117881901717788,2479
5064,64,7117881901718751,7117881901721573,2822
5065,64,7117881901722566,7117881901725007,2441
5066,64,7117881901725966,7117881901728432,2466
5067,64,7117881901729523,7117881901732375,2852
5068,64,7117881901733314,7117881901735787,2473
5069,64,7117881901736885,7117881901739375,2490
5070,64,7117881901740367,7117881901743037,2670
5071,64,7117881901744057,7117881901746552,2495
5072,64,7117881901747487,7117881901749912,2425
5073,64,7117881901750877,7117881901753295,2418
5074,64,7117881901754238,7117881901756701,2463
5075,64,7117881901757829,7117881901760320,2491
5076,64,7117881901761273,7117881901763780,2507
5077,64,7117881901764794,7117881901767228,2434
5078,64,7117881901768153,7117881901770571,2418
5079,64,7117881901771713,7117881901774196,2483
5080,64,7117881901775130,7117881901777641,2511
5081,64,7117881901778775,7117881901781358,2583
5082,64,7117881901782365,7117881901785141,2776
5083,64,7117881901786267,7117881901788742,2475
5084,64,7117881901789701,7117881901792153,2452
5085,64,7117881901793152,7117881901795603,2451
5086,64,7117881901796758,7117881901799223,2465
5087,64,7117881901800256,7117881901802737,2481
5088,64,7117881901804086,7117881901806691,2605
5089,64,7117881901807731,7117881901810203,2472
5090,64,7117881901811345,7117881901813984,2639
5091,64,7117881901815000,7117881901817481,2481
5092,64,7117881901820577,7117881901823384,2807
5093,64,7117881901824471,7117881901826942,2471
5094,64,7117881901828040,7117881901830692,2652
5095,64,7117881901831750,7117881901834177,2427
5096,64,7117881901835109,7117881901837601,2492
5097,64,7117881901838658,7117881901841075,2417
5098,64,7117881901842107,7117881901844656,2549
5099,64,7117881901845614,7117881901848090,2476
5100,64,7117881901849028,7117881901851513,2485
5101,64,7117881901852600,7117881901855241,2641
5102,64,7117881901856264,7117881901858789,2525
5103,64,7117881901859768,7117881901862240,2472
5104,64,7117881901863420,7117881901865858,2438
5105,64,7117881901866878,7117881901869299,2421
5106,64,7117881901870297,7117881901872791,2494
5107,64,7117881901873847,7117881901876344,2497
5108,64,7117881901877337,7117881901879876,2539
5109,64,7117881901880878,7117881901883501,2623
5110,64,7117881901884571,7117881901887040,2469
5111,64,7117881901887993,7117881901890419,2426
5112,64,7117881901891384,7117881901893837,2453
5113,64,7117881901894839,7117881901897407,2568
5114,64,7117881901898478,7117881901903011,4533
5115,64,7117881901903992,7117881901906441,2449
5116,64,7117881901907424,7117881901909854,2430
5117,64,7117881901910864,7117881901913405,2541
5118,64,7117881901914463,7117881901917099,2636
5119,64,7117881901918164,7117881901920593,2429
5120,64,7117881901922770,7117881901925218,2448
5121,64,7117881901926279,7117881901928705,2426
5122,64,7117881901929694,7117881901932098,2404
5123,64,7117881901933079,7117881901935548,2469
5124,64,7117881901936441,7117881901938991,2550
5125,64,7117881901940007,7117881901942568,2561
5126,64,7117881901943665,7117881901946235,2570
5127,64,7117881901947271,7117881901949932,2661
5128,64,7117881901950916,7117881901953371,2455
5129,64,7117881901954374,7117881901956844,2470
5130,64,7117881901958024,7117881901960560,2536
5131,64,7117881901961547,7117881901964030,2483
5132,64,7117881901964958,7117881901967427,2469
5133,64,7117881901968499,7117881901971151,2652
5134,64,7117881901972203,7117881901974854,2651
5135,64,7117881901975862,7117881901978303,2441
5136,64,7117881901979451,7117881901981860,2409
5137,64,7117881901982922,7117881901985426,2504
5138,64,7117881901986433,7117881901988933,2500
5139,64,7117881901989916,7117881901992413,2497
5140,64,7117881901993553,7117881901996216,2663
5141,64,7117881901997221,7117881901999638,2417
5142,64,7117881902000593,7117881902003038,2445
5143,64,7117881902004009,7117881902006425,2416
5144,64,7117881902007413,7117881902009859,2446
5145,64,7117881902010968,7117881902013436,2468
5146,64,7117881902014421,7117881902017047,2626
5147,64,7117881902018051,7117881902020721,2670
5148,64,7117881902021664,7117881902024089,2425
5149,64,7117881902025230,7117881902027646,2416
5150,64,7117881902028693,7117881902031138,2445
5151,64,7117881902032134,7117881902034587,2453
5152,64,7117881902035946,7117881902038441,2495
5153,64,7117881902039472,7117881902042058,2586
5154,64,7117881902043075,7117881902045533,2458
5155,64,7117881902046504,7117881902048949,2445
5156,64,7117881902050041,7117881902052447,2406
5157,64,7117881902053541,7117881902055955,2414
5158,64,7117881902056924,7117881902059387,2463
5159,64,7117881902060515,7117881902062984,2469
5160,64,7117881902063904,7117881902066560,2656
5161,64,7117881902067584,7117881902070021,2437
5162,64,7117881902071015,7117881902073456,2441
5163,64,7117881902074564,7117881902076989,2425
5164,64,7117881902077992,7117881902080463,2471
5165,64,7117881902081497,7117881902083964,2467
5166,64,7117881902085081,7117881902087564,2483
5167,64,7117881902088567,7117881902091110,2543
5168,64,7117881902092083,7117881902094504,2421
5169,64,7117881902095497,7117881902097915,2418
5170,64,7117881902098900,7117881902101400,2500
5171,64,7117881902102330,7117881902104750,2420
5172,64,7117881902105680,7117881902108104,2424
5173,64,7117881902109075,7117881902111490,2415
5174,64,7117881902112451,7117881902114949,2498
5175,64,7117881902115986,7117881902118794,2808
5176,64,7117881902119814,7117881902122290,2476
5177,64,7117881902123306,7117881902125802,2496
5178,64,7117881902126765,7117881902129210,2445
5179,64,7117881902130145,7117881902132656,2511
5180,64,7117881902133580,7117881902136033,2453
5181,64,7117881902137128,7117881902139591,2463
5182,64,7117881902140740,7117881902143376,2636
5183,64,7117881902144389,7117881902147008,2619
5184,64,7117881902148348,7117881902150805,2457
5185,64,7117881902151776,7117881902154188,2412
5186,64,7117881902155241,7117881902157693,2452
5187,64,7117881902158694,7117881902161148,2454
5188,64,7117881902162144,7117881902164686,2542
5189,64,7117881902165661,7117881902168331,2670
5190,64,7117881902169356,7117881902171821,2465
5191,64,7117881902172779,7117881902175193,2414
5192,64,7117881902176297,7117881902178715,2418
5193,64,7117881902179795,7117881902182336,2541
5194,64,7117881902183296,7117881902185761,2465
5195,64,7117881902186797,7117881902189291,2494
5196,64,7117881902190223,7117881902192860,2637
5197,64,7117881902193871,7117881902196583,2712
5198,64,7117881902197550,7117881902199971,2421
5199,64,7117881902201064,7117881902203472,2408
5200,64,7117881902204504,7117881902207350,2846
5201,64,7117881902208374,7117881902210822,2448
5202,64,7117881902211899,7117881902214351,2452
5203,64,7117881902215386,7117881902217973,2587
5204,64,7117881902218968,7117881902221564,2596
5205,64,7117881902222551,7117881902225302,2751
5206,64,7117881902226343,7117881902228811,2468
5207,64,7117881902229898,7117881902232549,2651
5208,64,7117881902233525,7117881902236296,2771
5209,64,7117881902237301,7117881902239729,2428
5210,64,7117881902240662,7117881902243087,2425
5211,64,7117881902244198,7117881902246680,2482
5212,64,7117881902247637,7117881902250071,2434
5213,64,7117881902251099,7117881902253558,2459
5214,64,7117881902254719,7117881902257640,2921
5215,64,7117881902258882,7117881902261487,2605
5216,64,7117881902262504,7117881902265014,2510
5217,64,7117881902266017,7117881902268498,2481
5218,64,7117881902269536,7117881902272020,2484
5219,64,7117881902272928,7117881902275462,2534
5220,64,7117881902277910,7117881902280317,2407
5221,64,7117881902281441,7117881902283991,2550
5222,64,7117881902284967,7117881902287430,2463
5223,64,7117881902288487,7117881902290946,2459
5224,64,7117881902291915,7117881902294367,2452
5225,64,7117881902295357,7117881902297883,2526
5226,64,7117881902298772,7117881902301219,2447
5227,64,7117881902302288,7117881902304811,2523
5228,64,7117881902305758,7117881902308246,2488
5229,64,7117881902309204,7117881902311784,2580
5230,64,7117881902312746,7117881902315367,2621
5231,64,7117881902316385,7117881902318924,2539
5232,64,7117881902319890,7117881902322362,2472
5233,64,7117881902323288,7117881902325735,2447
5234,64,7117881902326905,7117881902329451,2546
5235,64,7117881902330385,7117881902332838,2453
5236,64,7117881902333942,7117881902336421,2479
5237,64,7117881902337389,7117881902339933,2544
5238,64,7117881902340914,7117881902343327,2413
5239,64,7117881902344296,7117881902346705,2409
5240,64,7117881902347685,7117881902350120,2435
5241,64,7117881902351127,7117881902353587,2460
5242,64,7117881902354971,7117881902357432,2461
5243,64,7117881902358456,7117881902361004,2548
5244,64,7117881902362025,7117881902364638,2613
5245,64,7117881902365683,7117881902368092,2409
5246,64,7117881902369207,7117881902371639,2432
5247,64,7117881902372704,7117881902375191,2487
5248,64,7117881902378606,7117881902381246,2640
5249,64,7117881902382238,7117881902384637,2399
5250,64,7117881902385580,7117881902387980,2400
5251,64,7117881902388985,7117881902391563,2578
5252,64,7117881902392570,7117881902395211,2641
5253,64,7117881902396292,7117881902398839,2547
5254,64,7117881902399814,7117881902402430,2616
5255,64,7117881902403472,7117881902405906,2434
5256,64,7117881902406877,7117881902409311,2434
5257,64,7117881902410275,7117881902412695,2420
5258,64,7117881902413665,7117881902416291,2626
5259,64,7117881902417310,7117881902420179,2869
5260,64,7117881902421195,7117881902423647,2452
5261,64,7117881902424676,7117881902427190,2514
5262,64,7117881902428197,7117881902430614,2417
5263,64,7117881902431714,7117881902434127,2413
5264,64,7117881902435231,7117881902437690,2459
5265,64,7117881902438702,7117881902441180,2478
5266,64,7117881902442300,7117881902444766,2466
5267,64,7117881902445778,7117881902448360,2582
5268,64,7117881902449372,7117881902451867,2495
5269,64,7117881902452867,7117881902455275,2408
5270,64,7117881902456248,7117881902458677,2429
5271,64,7117881902459638,7117881902462072,2434
5272,64,7117881902463088,7117881902465650,2562
5273,64,7117881902466714,7117881902469168,2454
5274,64,7117881902470339,7117881902472943,2604
5275,64,7117881902473976,7117881902476396,2420
5276,64,7117881902477345,7117881902480071,2726
5277,64,7117881902480710,7117881902483225,2515
5278,64,7117881902484214,7117881902486643,2429
5279,64,7117881902487714,7117881902490163,2449
5280,64,7117881902491523,7117881902493971,2448
5281,64,7117881902495008,7117881902497440,2432
5282,64,7117881902498403,7117881902500809,2406
5283,64,7117881902501813,7117881902504223,2410
5284,64,7117881902505180,7117881902507723,2543
5285,64,7117881902508765,7117881902511225,2460
5286,64,7117881902512489,7117881902515079,2590
5287,64,7117881902516130,7117881902518524,2394
5288,64,7117881902519473,7117881902522056,2583
5289,64,7117881902522861,7117881902525426,2565
5290,64,7117881902526407,7117881902528888,2481
5291,64,7117881902529997,7117881902532487,2490
5292,64,7117881902533621,7117881902536242,2621
5293,64,7117881902537311,7117881902539789,2478
5294,64,7117881902543547,7117881902545982,2435
5295,64,7117881902546968,7117881902549357,2389
5296,64,7117881902550266,7117881902552671,2405
5297,64,7117881902553617,7117881902556019,2402
5298,64,7117881902556996,7117881902559413,2417
5299,64,7117881902560379,7117881902562794,2415
5300,64,7117881902563761,7117881902566179,2418
5301,64,7117881902567104,7117881902569493,2389
5302,64,7117881902570443,7117881902572847,2404
5303,64,7117881902573853,7117881902576287,2434
5304,64,7117881902577198,7117881902579606,2408
5305,64,7117881902580581,7117881902582982,2401
5306,64,7117881902583892,7117881902586336,2444
5307,64,7117881902587279,7117881902589667,2388
5308,64,7117881902590640,7117881902593046,2406
5309,64,7117881902594018,7117881902596419,2401
5310,64,7117881902597394,7117881902599784,2390
5311,64,7117881902600784,7117881902603177,2393
5312,64,7117881902604453,7117881902606909,2456
5313,64,7117881902607866,7117881902610277,2411
5314,64,7117881902611222,7117881902613600,2378
5315,64,7117881902614588,7117881902616975,2387
5316,64,7117881902617907,7117881902620337,2430
5317,64,7117881902621348,7117881902623747,2399
5318,64,7117881902624675,7117881902627104,2429
5319,64,7117881902628077,7117881902630488,2411
5320,64,7117881902631446,7117881902633879,2433
5321,64,7117881902634832,7117881902637214,2382
5322,64,7117881902638191,7117881902640602,2411
5323,64,7117881902641577,7117881902644025,2448
5324,64,7117881902644960,7117881902647345,2385
5325,64,7117881902648322,7117881902650701,2379
5326,64,7117881902651661,7117881902654078,2417
5327,64,7117881902655053,7117881902657455,2402
5328,64,7117881902658380,7117881902660788,2408
5329,64,7117881902661728,7117881902664095,2367
5330,64,7117881902665094,7117881902667467,2373
5331,64,7117881902668461,7117881902670830,2369
5332,64,7117881902671798,7117881902674182,2384
5333,64,7117881902675144,7117881902677530,2386
5334,64,7117881902678512,7117881902680905,2393
5335,64,7117881902681911,7117881902684281,2370
5336,64,7117881902685212,7117881902687628,2416
5337,64,7117881902688578,7117881902690967,2389
5338,64,7117881902691925,7117881902694295,2370
5339,64,7117881902695293,7117881902697667,2374
5340,64,7117881902698679,7117881902701034,2355
5341,64,7117881902702048,7117881902704413,2365
5342,64,7117881902705376,7117881902707759,2383
5343,64,7117881902708751,7117881902711132,2381
5344,64,7117881902712434,7117881902714818,2384
5345,64,7117881902715825,7117881902718229,2404
5346,64,7117881902719176,7117881902721585,2409
5347,64,7117881902722556,7117881902724961,2405
5348,64,7117881902727530,7117881902729921,2391
5349,64,7117881902730917,7117881902733288,2371
5350,64,7117881902734260,7117881902736660,2400
5351,64,7117881902737637,7117881902740026,2389
5352,64,7117881902740954,7117881902743351,2397
5353,64,7117881902744304,7117881902746759,2455
5354,64,7117881902747727,7117881902750120,2393
5355,64,7117881902751086,7117881902753490,2404
5356,64,7117881902754438,7117881902756812,2374
5357,64,7117881902757764,7117881902760138,2374
5358,64,7117881902761096,7117881902763507,2411
5359,64,7117881902764511,7117881902766905,2394
5360,64,7117881902767830,7117881902770236,2406
5361,64,7117881902771207,7117881902773624,2417
5362,64,7117881902774554,7117881902776983,2429
5363,64,7117881902777954,7117881902780367,2413
5364,64,7117881902781310,7117881902783732,2422
5365,64,7117881902784676,7117881902787072,2396
5366,64,7117881902788054,7117881902790461,2407
5367,64,7117881902791385,7117881902793783,2398
5368,64,7117881902794760,7117881902797174,2414
5369,64,7117881902798134,7117881902800537,2403
5370,64,7117881902801509,7117881902803933,2424
5371,64,7117881902804906,7117881902807328,2422
5372,64,7117881902808257,7117881902810647,2390
5373,64,7117881902811563,7117881902813970,2407
5374,64,7117881902814938,7117881902817363,2425
5375,64,7117881902818317,7117881902820710,2393
5376,64,7117881902822587,7117881902824987,2400
5377,64,7117881902825977,7117881902828341,2364
5378,64,7117881902829322,7117881902831723,2401
5379,64,7117881902832704,7117881902835088,2384
5380,64,7117881902836047,7117881902838465,2418
5381,64,7117881902839467,7117881902841852,2385
5382,64,7117881902842821,7117881902845223,2402
5383,64,7117881902846227,7117881902848627,2400
5384,64,7117881902849552,7117881902851960,2408
5385,64,7117881902852969,7117881902855348,2379
5386,64,7117881902856322,7117881902858685,2363
5387,64,7117881902859691,7117881902862094,2403
5388,64,7117881902863060,7117881902865448,2388
5389,64,7117881902866451,7117881902868822,2371
5390,64,7117881902869793,7117881902872216,2423
5391,64,7117881902873213,7117881902875609,2396
5392,64,7117881902876587,7117881902878985,2398
5393,64,7117881902879953,7117881902882359,2406
5394,64,7117881902883294,7117881902885732,2438
5395,64,7117881902886666,7117881902889071,2405
5396,64,7117881902889981,7117881902892382,2401
5397,64,7117881902893344,7117881902895758,2414
5398,64,7117881902896689,7117881902899117,2428
5399,64,7117881902900049,7117881902902443,2394
5400,64,7117881902903408,7117881902905793,2385
5401,64,7117881902906776,7117881902909187,2411
5402,64,7117881902910103,7117881902912522,2419
5403,64,7117881902913477,7117881902915881,2404
5404,64,7117881902916769,7117881902919156,2387
5405,64,7117881902920098,7117881902922489,2391
5406,64,7117881902923411,7117881902925832,2421
5407,64,7117881902926754,7117881902929154,2400
5408,64,7117881902930460,7117881902932832,2372
5409,64,7117881902933804,7117881902936197,2393
5410,64,7117881902937153,7117881902939533,2380
5411,64,7117881902940518,7117881902942899,2381
5412,64,7117881902943857,7117881902946228,2371
5413,64,7117881902947228,7117881902949608,2380
5414,64,7117881902950556,7117881902952932,2376
5415,64,7117881902953881,7117881902956287,2406
5416,64,7117881902957228,7117881902959637,2409
5417,64,7117881902960627,7117881902963045,2418
5418,64,7117881902963978,7117881902966378,2400
5419,64,7117881902967370,7117881902969757,2387
5420,64,7117881902970695,7117881902973071,2376
5421,64,7117881902974065,7117881902976456,2391
5422,64,7117881902977399,7117881902979799,2400
5423,64,7117881902980751,7117881902983177,2426
5424,64,7117881902984066,7117881902986456,2390
5425,64,7117881902987424,7117881902989846,2422
5426,64,7117881902990748,7117881902993158,2410
5427,64,7117881902994130,7117881902996539,2409
5428,64,7117881902997486,7117881902999875,2389
5429,64,7117881903000834,7117881903003242,2408
5430,64,7117881903004196,7117881903006610,2414
5431,64,7117881903007532,7117881903009941,2409
5432,64,7117881903010861,7117881903013286,2425
5433,64,7117881903014245,7117881903016663,2418
5434,64,7117881903017589,7117881903019990,2401
5435,64,7117881903020959,7117881903023361,2402
5436,64,7117881903024297,7117881903026695,2398
5437,64,7117881903027693,7117881903030067,2374
5438,64,7117881903031037,7117881903033458,2421
5439,64,7117881903034407,7117881903036828,2421
5440,64,7117881903038163,7117881903040610,2447
5441,64,7117881903041560,7117881903043953,2393
5442,64,7117881903044904,7117881903047311,2407
5443,64,7117881903048257,7117881903050620,2363
5444,64,7117881903051550,7117881903053955,2405
5445,64,7117881903054922,7117881903057334,2412
5446,64,7117881903058236,7117881903060652,2416
5447,64,7117881903061610,7117881903064023,2413
5448,64,7117881903064935,7117881903067347,2412
5449,64,7117881903068311,7117881903070722,2411
5450,64,7117881903071660,7117881903074073,2413
5451,64,7117881903075042,7117881903077436,2394
5452,64,7117881903078370,7117881903080818,2448
5453,64,7117881903081745,7117881903084151,2406
5454,64,7117881903085068,7117881903087466,2398
5455,64,7117881903088436,7117881903090844,2408
5456,64,7117881903091740,7117881903094171,2431
5457,64,7117881903095110,7117881903097486,2376
5458,64,7117881903098430,7117881903100831,2401
5459,64,7117881903101788,7117881903104184,2396
5460,64,7117881903105144,7117881903107536,2392
5461,64,7117881903108540,7117881903110954,2414
5462,64,7117881903111899,7117881903114272,2373
5463,64,7117881903115270,7117881903117675,2405
5464,64,7117881903118545,7117881903120952,2407
5465,64,7117881903121936,7117881903124328,2392
5466,64,7117881903125274,7117881903127647,2373
5467,64,7117881903128611,7117881903131007,2396
5468,64,7117881903131955,7117881903134330,2375
5469,64,7117881903135288,7117881903137645,2357
5470,64,7117881903138609,7117881903141012,2403
5471,64,7117881903141959,7117881903144343,2384
5472,64,7117881903145653,7117881903148048,2395
5473,64,7117881903149006,7117881903151418,2412
5474,64,7117881903152325,7117881903154739,2414
5475,64,7117881903155659,7117881903158063,2404
5476,64,7117881903160646,7117881903163048,2402
5477,64,7117881903164004,7117881903166392,2388
5478,64,7117881903167324,7117881903169740,2416
5479,64,7117881903170699,7117881903173116,2417
5480,64,7117881903174038,7117881903176466,2428
5481,64,7117881903177432,7117881903179838,2406
5482,64,7117881903180753,7117881903183154,2401
5483,64,7117881903184081,7117881903186490,2409
5484,64,7117881903187436,7117881903189835,2399
5485,64,7117881903190770,7117881903193182,2412
5486,64,7117881903194105,7117881903196530,2425
5487,64,7117881903197472,7117881903199891,2419
5488,64,7117881903200830,7117881903203222,2392
5489,64,7117881903204222,7117881903206603,2381
5490,64,7117881903207560,7117881903209971,2411
5491,64,7117881903210936,7117881903213295,2359
5492,64,7117881903214275,7117881903216660,2385
5493,64,7117881903217624,7117881903219995,2371
5494,64,7117881903220981,7117881903223388,2407
5495,64,7117881903224320,7117881903226702,2382
5496,64,7117881903227666,7117881903230088,2422
5497,64,7117881903231080,7117881903233473,2393
5498,64,7117881903234417,7117881903236801,2384
5499,64,7117881903237796,7117881903240189,2393
5500,64,7117881903241139,7117881903243532,2393
5501,64,7117881903244525,7117881903246936,2411
5502,64,7117881903247895,7117881903250297,2402
5503,64,7117881903251258,7117881903253629,2371
5504,64,7117881903255668,7117881903258351,2683
5505,64,7117881903259309,7117881903261722,2413
5506,64,7117881903262652,7117881903265053,2401
5507,64,7117881903265995,7117881903268388,2393
5508,64,7117881903269334,7117881903271734,2400
5509,64,7117881903272704,7117881903275114,2410
5510,64,7117881903276095,7117881903278472,2377
5511,64,7117881903279485,7117881903281893,2408
5512,64,7117881903282864,7117881903285278,2414
5513,64,7117881903286238,7117881903288619,2381
5514,64,7117881903289572,7117881903291988,2416
5515,64,7117881903292956,7117881903295370,2414
5516,64,7117881903296311,7117881903298715,2404
5517,64,7117881903299662,7117881903302041,2379
5518,64,7117881903302976,7117881903305356,2380
5519,64,7117881903306332,7117881903308720,2388
5520,64,7117881903309725,7117881903312095,2370
5521,64,7117881903313088,7117881903315471,2383
5522,64,7117881903316416,7117881903318802,2386
5523,64,7117881903319812,7117881903322225,2413
5524,64,7117881903323162,7117881903325582,2420
5525,64,7117881903326528,7117881903328914,2386
5526,64,7117881903329874,7117881903332261,2387
5527,64,7117881903333239,7117881903335599,2360
5528,64,7117881903336583,7117881903338980,2397
5529,64,7117881903339949,7117881903342355,2406
5530,64,7117881903343267,7117881903345663,2396
5531,64,7117881903346672,7117881903349064,2392
5532,64,7117881903349999,7117881903352412,2413
5533,64,7117881903353344,7117881903355731,2387
5534,64,7117881903356633,7117881903359059,2426
5535,64,7117881903360010,7117881903362386,2376
5536,64,7117881903363713,7117881903366126,2413
5537,64,7117881903367068,7117881903369468,2400
5538,64,7117881903370424,7117881903372851,2427
5539,64,7117881903373802,7117881903376212,2410
5540,64,7117881903377135,7117881903379545,2410
5541,64,7117881903380478,7117881903382879,2401
5542,64,7117881903383785,7117881903386200,2415
5543,64,7117881903387161,7117881903389543,2382
5544,64,7117881903390490,7117881903392903,2413
5545,64,7117881903393899,7117881903396304,2405
5546,64,7117881903397205,7117881903399639,2434
5547,64,7117881903400588,7117881903402987,2399
5548,64,7117881903403906,7117881903406303,2397
5549,64,7117881903407244,7117881903409666,2422
5550,64,7117881903410596,7117881903413018,2422
5551,64,7117881903413950,7117881903416360,2410
5552,64,7117881903417283,7117881903419691,2408
5553,64,7117881903420678,7117881903423063,2385
5554,64,7117881903424017,7117881903426421,2404
5555,64,7117881903427423,7117881903429806,2383
5556,64,7117881903430762,7117881903433130,2368
5557,64,7117881903434096,7117881903436465,2369
5558,64,7117881903437436,7117881903439820,2384
5559,64,7117881903440791,7117881903443172,2381
5560,64,7117881903444133,7117881903446555,2422
5561,64,7117881903447557,7117881903449927,2370
5562,64,7117881903450873,7117881903453274,2401
5563,64,7117881903454251,7117881903456636,2385
5564,64,7117881903457602,7117881903459960,2358
5565,64,7117881903460927,7117881903463295,2368
5566,64,7117881903464286,7117881903466661,2375
5567,64,7117881903467646,7117881903469998,2352
5568,64,7117881903470973,7117881903473404,2431
5569,64,7117881903474359,7117881903476741,2382
5570,64,7117881903477696,7117881903480097,2401
5571,64,7117881903481068,7117881903483456,2388
5572,64,7117881903484386,7117881903486807,2421
5573,64,7117881903487802,7117881903490198,2396
5574,64,7117881903491123,7117881903493570,2447
5575,64,7117881903494560,7117881903496958,2398
5576,64,7117881903497899,7117881903500332,2433
5577,64,7117881903501275,7117881903503689,2414
5578,64,7117881903504635,7117881903507037,2402
5579,64,7117881903508000,7117881903510421,2421
5580,64,7117881903511343,7117881903513758,2415
5581,64,7117881903514712,7117881903517118,2406
5582,64,7117881903518059,7117881903520457,2398
5583,64,7117881903521431,7117881903523835,2404
5584,64,7117881903524797,7117881903527179,2382
5585,64,7117881903528132,7117881903530526,2394
5586,64,7117881903531504,7117881903533897,2393
5587,64,7117881903534886,7117881903537291,2405
5588,64,7117881903538267,7117881939544357,36006090
5589,64,7117881939544707,7117881939547933,3226
5590,64,7117881940040957,7117881940043399,2442
5591,64,7117881940044396,7117881940046787,2391
5592,64,7117881940047691,7117881940050084,2393
5593,64,7117881940051040,7117881940053421,2381
5594,64,7117881940054358,7117881940056739,2381
5595,64,7117881940057684,7117881940060076,2392
5596,64,7117881940061028,7117881940063445,2417
5597,64,7117881940064406,7117881940066804,2398
5598,64,7117881940067719,7117881940070083,2364
5599,64,7117881940071078,7117881940073458,2380
5600,64,7117881940074744,7117881940077143,2399
5601,64,7117881940078105,7117881940080499,2394
5602,64,7117881940081424,7117881940083849,2425
5603,64,7117881940084788,7117881940087227,2439
5604,64,7117881940089881,7117881940092272,2391
5605,64,7117881940093205,7117881940095614,2409
5606,64,7117881940096545,7117881940098967,2422
5607,64,7117881940099885,7117881940102282,2397
5608,64,7117881940103217,7117881940105624,2407
5609,64,7117881940106567,7117881940108968,2401
5610,64,7117881940109920,7117881940112359,2439
5611,64,7117881940113307,7117881940115735,2428
5612,64,7117881940116655,7117881940119061,2406
5613,64,7117881940119990,7117881940122387,2397
5614,64,7117881940123327,7117881940125742,2415
5615,64,7117881940126690,7117881940129089,2399
5616,64,7117881940130007,7117881940132496,2489
5617,64,7117881940133467,7117881940135894,2427
5618,64,7117881940136866,7117881940139307,2441
5619,64,7117881940140276,7117881940142673,2397
5620,64,7117881940143597,7117881940145972,2375
5621,64,7117881940146974,7117881940149346,2372
5622,64,7117881940150345,7117881940152740,2395
5623,64,7117881940153719,7117881940156127,2408
5624,64,7117881940157101,7117881940159525,2424
5625,64,7117881940160500,7117881940162889,2389
5626,64,7117881940163871,7117881940168507,4636
5627,64,7117881940169458,7117881940171888,2430
5628,64,7117881940172838,7117881940175206,2368
5629,64,7117881940176159,7117881940178544,2385
5630,64,7117881940179521,7117881940181959,2438
5631,64,7117881940182933,7117881940185347,2414
5632,64,7117881940187143,7117881940189537,2394
5633,64,7117881940190527,7117881940192931,2404
5634,64,7117881940193851,7117881940196255,2404
5635,64,7117881940197202,7117881940199585,2383
5636,64,7117881940200525,7117881940202916,2391
5637,64,7117881940203896,7117881940206290,2394
5638,64,7117881940207277,7117881940209726,2449
5639,64,7117881940210702,7117881940213115,2413
5640,64,7117881940214068,7117881940216468,2400
5641,64,7117881940217448,7117881940219858,2410
5642,64,7117881940220811,7117881940223225,2414
5643,64,7117881940224183,7117881940226586,2403
5644,64,7117881940227524,7117881940229903,2379
5645,64,7117881940230880,7117881940233277,2397
5646,64,7117881940234258,7117881940236664,2406
5647,64,7117881940237632,7117881940240038,2406
5648,64,7117881940240989,7117881940243384,2395
5649,64,7117881940244366,7117881940246722,2356
5650,64,7117881940247692,7117881940250139,2447
5651,64,7117881940251113,7117881940253503,2390
5652,64,7117881940254463,7117881940256883,2420
5653,64,7117881940257836,7117881940260200,2364
5654,64,7117881940261158,7117881940263581,2423
5655,64,7117881940264514,7117881940266916,2402
5656,64,7117881940267845,7117881940270238,2393
5657,64,7117881940271218,7117881940273612,2394
5658,64,7117881940274574,7117881940276965,2391
5659,64,7117881940277945,7117881940280351,2406
5660,64,7117881940281298,7117881940283670,2372
5661,64,7117881940284661,7117881940287023,2362
5662,64,7117881940288006,7117881940290411,2405
5663,64,7117881940291354,7117881940293743,2389
5664,64,7117881940295054,7117881940297428,2374
5665,64,7117881940298429,7117881940300803,2374
5666,64,7117881940301754,7117881940304174,2420
5667,64,7117881940305124,7117881940307528,2404
5668,64,7117881940308451,7117881940310845,2394
5669,64,7117881940311795,7117881940314170,2375
5670,64,7117881940315169,7117881940317665,2496
5671,64,7117881940318621,7117881940321008,2387
5672,64,7117881940321931,7117881940324347,2416
5673,64,7117881940325333,7117881940327722,2389
5674,64,7117881940328697,7117881940331115,2418
5675,64,7117881940332077,7117881940334489,2412
