pkt_index,size,rx_time_ns,tx_time_ns,delta_ns
2230,64,7117879620999564,7117879621001965,2401
2231,64,7117879621002961,7117879621005391,2430
2232,64,7117879621006315,7117879621008766,2451
2233,64,7117879621009743,7117879621012161,2418
2234,64,7117879621013078,7117879621015495,2417
2235,64,7117879621016463,7117879621018878,2415
2236,64,7117879621019870,7117879621022281,2411
2237,64,7117879621023240,7117879621025628,2388
2238,64,7117879621026588,7117879621028998,2410
2239,64,7117879621029985,7117879621032403,2418
2240,64,7117879621033675,7117879621036121,2446
2241,64,7117879621037052,7117879621039452,2400
2242,64,7117879621040405,7117879621042816,2411
2243,64,7117879621043774,7117879621046155,2381
2244,64,7117879621047085,7117879621049542,2457
2245,64,7117879621050524,7117879621052941,2417
2246,64,7117879621053881,7117879621056311,2430
2247,64,7117879621057290,7117879621059694,2404
2248,64,7117879621060694,7117879621063156,2462
2249,64,7117879621064130,7117879621066530,2400
2250,64,7117879621067462,7117879621069879,2417
2251,64,7117879621070854,7117879621073293,2439
2252,64,7117879621074204,7117879621076603,2399
2253,64,7117879621077576,7117879621080017,2441
2254,64,7117879621080931,7117879621083352,2421
2255,64,7117879621084318,7117879621086724,2406
2256,64,7117879621087658,7117879621090108,2450
2257,64,7117879621091072,7117879621093466,2394
2258,64,7117879621094415,7117879621096828,2413
2259,64,7117879621097828,7117879621100220,2392
2260,64,7117879621101155,7117879621103574,2419
2261,64,7117879621104535,7117879621106913,2378
2262,64,7117879621107860,7117879621110252,2392
2263,64,7117879621111255,7117879621113648,2393
2264,64,7117879621114676,7117879621117128,2452
2265,64,7117879621118080,7117879621120492,2412
2266,64,7117879621121449,7117879621123869,2420
2267,64,7117879621124832,7117879621127241,2409
2268,64,7117879621128183,7117879621130568,2385
2269,64,7117879621131520,7117879621133944,2424
2270,64,7117879621134861,7117879621137273,2412
2271,64,7117879621138274,7117879621140653,2379
2272,64,7117879621142057,7117879621144457,2400
2273,64,7117879621145455,7117879621147868,2413
2274,64,7117879621148791,7117879621151177,2386
2275,64,7117879621152163,7117879621154534,2371
2276,64,7117879621157362,7117879621159756,2394
2277,64,7117879621160740,7117879621163108,2368
2278,64,7117879621164078,7117879621166475,2397
2279,64,7117879621167498,7117879621169897,2399
2280,64,7117879621170842,7117879621173278,2436
2281,64,7117879621174267,7117879621176692,2425
2282,64,7117879621177649,7117879621180052,2403
2283,64,7117879621181046,7117879621183421,2375
2284,64,7117879621184399,7117879621186783,2384
2285,64,7117879621187787,7117879621190173,2386
2286,64,7117879621191173,7117879621193592,2419
2287,64,7117879621194568,7117879621197019,2451
2288,64,7117879621197934,7117879621200362,2428
2289,64,7117879621201322,7117879621203750,2428
2290,64,7117879621204685,7117879621207087,2402
2291,64,7117879621208070,7117879621210462,2392
2292,64,7117879621211428,7117879621213849,2421
2293,64,7117879621214795,7117879621217179,2384
2294,64,7117879621218147,7117879621220544,2397
2295,64,7117879621221495,7117879621223915,2420
2296,64,7117879621224926,7117879621227363,2437
2297,64,7117879621228313,7117879621230717,2404
2298,64,7117879621231745,7117879621234153,2408
2299,64,7117879621235121,7117879621237550,2429
2300,64,7117879621238463,7117879621240934,2471
2301,64,7117879621241836,7117879621244244,2408
2302,64,7117879621245184,7117879621247579,2395
2303,64,7117879621248514,7117879621250901,2387
2304,64,7117879621252786,7117879621255254,2468
2305,64,7117879621256271,7117879621258643,2372
2306,64,7117879621259639,7117879621262049,2410
2307,64,7117879621263033,7117879621265424,2391
2308,64,7117879621266408,7117879621268946,2538
2309,64,7117879621269960,7117879621272351,2391
2310,64,7117879621273364,7117879621275770,2406
2311,64,7117879621276783,7117879621279167,2384
2312,64,7117879621280139,7117879621282564,2425
2313,64,7117879621283568,7117879621285952,2384
2314,64,7117879621286954,7117879621289378,2424
2315,64,7117879621290383,7117879621292772,2389
2316,64,7117879621293790,7117879621296181,2391
2317,64,7117879621297189,7117879621299592,2403
2318,64,7117879621300601,7117879621303010,2409
2319,64,7117879621304017,7117879621306436,2419
2320,64,7117879621307403,7117879621309817,2414
2321,64,7117879621310788,7117879621313183,2395
2322,64,7117879621314173,7117879621316586,2413
2323,64,7117879621317540,7117879621319954,2414
2324,64,7117879621320882,7117879621323332,2450
2325,64,7117879621324301,7117879621326703,2402
2326,64,7117879621327668,7117879621330171,2503
2327,64,7117879621331109,7117879621333498,2389
2328,64,7117879621334464,7117879621336855,2391
2329,64,7117879621337837,7117879621340244,2407
2330,64,7117879621341203,7117879621343627,2424
2331,64,7117879621344571,7117879621346982,2411
2332,64,7117879621347911,7117879621350311,2400
2333,64,7117879621351277,7117879621353681,2404
2334,64,7117879621354616,7117879621357034,2418
2335,64,7117879621357975,7117879621360375,2400
2336,64,7117879621361688,7117879621364097,2409
2337,64,7117879621365112,7117879621367519,2407
2338,64,7117879621368463,7117879621370868,2405
2339,64,7117879621371830,7117879621374213,2383
2340,64,7117879621375193,7117879621377592,2399
2341,64,7117879621378639,7117879621381025,2386
2342,64,7117879621381979,7117879621384388,2409
2343,64,7117879621385346,7117879621387797,2451
2344,64,7117879621388704,7117879621391134,2430
2345,64,7117879621392126,7117879621394518,2392
2346,64,7117879621395465,7117879621397879,2414
2347,64,7117879621398872,7117879621401267,2395
2348,64,7117879621402197,7117879621404583,2386
2349,64,7117879621405580,7117879621407960,2380
2350,64,7117879621408941,7117879621411356,2415
2351,64,7117879621412305,7117879621414759,2454
2352,64,7117879621415637,7117879621418048,2411
2353,64,7117879621419064,7117879621421543,2479
2354,64,7117879621422434,7117879621424833,2399
2355,64,7117879621425805,7117879621428183,2378
2356,64,7117879621429162,7117879621431614,2452
2357,64,7117879621432541,7117879621434945,2404
2358,64,7117879621435910,7117879621438311,2401
2359,64,7117879621439262,7117879621441664,2402
2360,64,7117879621442701,7117879621445145,2444
2361,64,7117879621446112,7117879621448527,2415
2362,64,7117879621449486,7117879621451903,2417
2363,64,7117879621452928,7117879621455325,2397
2364,64,7117879621456276,7117879621458659,2383
2365,64,7117879621459710,7117879621462053,2343
2366,64,7117879621463027,7117879621465425,2398
2367,64,7117879621466389,7117879621468789,2400
2368,64,7117879621470092,7117879621472508,2416
2369,64,7117879621473451,7117879621475808,2357
2370,64,7117879621476767,7117879621479176,2409
2371,64,7117879621480113,7117879621482508,2395
2372,64,7117879621483498,7117879621485923,2425
2373,64,7117879621486879,7117879621489284,2405
2374,64,7117879621490203,7117879621492587,2384
2375,64,7117879621493573,7117879621495961,2388
2376,64,7117879621497023,7117879621499464,2441
2377,64,7117879621500437,7117879621502837,2400
2378,64,7117879621503837,7117879621506248,2411
2379,64,7117879621507227,7117879621509637,2410
2380,64,7117879621510593,7117879621512993,2400
2381,64,7117879621513958,7117879621516355,2397
2382,64,7117879621517310,7117879621519686,2376
2383,64,7117879621520661,7117879621523057,2396
2384,64,7117879621524012,7117879621526445,2433
2385,64,7117879621527428,7117879621529832,2404
2386,64,7117879621530809,7117879621533228,2419
2387,64,7117879621534173,7117879621536614,2441
2388,64,7117879621537529,7117879621539898,2369
2389,64,7117879621540942,7117879621543326,2384
2390,64,7117879621544279,7117879621546666,2387
2391,64,7117879621547642,7117879621550039,2397
2392,64,7117879621550940,7117879621553395,2455
2393,64,7117879621554320,7117879621556708,2388
2394,64,7117879621557692,7117879621560089,2397
2395,64,7117879621561017,7117879621563383,2366
2396,64,7117879621564341,7117879621566741,2400
2397,64,7117879621567717,7117879621570098,2381
2398,64,7117879621571036,7117879621573390,2354
2399,64,7117879621574373,7117879621576726,2353
2400,64,7117879621578058,7117879621580484,2426
2401,64,7117879621581441,7117879621583855,2414
2402,64,7117879621584754,7117879621587175,2421
2403,64,7117879621588091,7117879621590505,2414
2404,64,7117879621593372,7117879621595786,2414
2405,64,7117879621596698,7117879621599099,2401
2406,64,7117879621600053,7117879621602487,2434
2407,64,7117879621603408,7117879621605824,2416
2408,64,7117879621606802,7117879621609247,2445
2409,64,7117879621610180,7117879621612583,2403
2410,64,7117879621613516,7117879621615943,2427
2411,64,7117879621616876,7117879621619285,2409
2412,64,7117879621620277,7117879621622669,2392
2413,64,7117879621623638,7117879621626080,2442
2414,64,7117879621626990,7117879621629403,2413
2415,64,7117879621630367,7117879621632787,2420
2416,64,7117879621633729,7117879621636146,2417
2417,64,7117879621637117,7117879621644093,6976
2418,64,7117879621644346,7117879621646781,2435
2419,64,7117879621647764,7117879621650177,2413
2420,64,7117879621651142,7117879621653515,2373
2421,64,7117879621654502,7117879621656883,2381
2422,64,7117879621657840,7117879621660281,2441
2423,64,7117879621661246,7117879621663645,2399
2424,64,7117879621664602,7117879621667043,2441
2425,64,7117879621668003,7117879621670418,2415
2426,64,7117879621671365,7117879621673757,2392
2427,64,7117879621674747,7117879621677156,2409
2428,64,7117879621678125,7117879621680544,2419
2429,64,7117879621681506,7117879621683912,2406
2430,64,7117879621684852,7117879621687241,2389
2431,64,7117879621688198,7117879621690607,2409
2432,64,7117879621692510,7117879621694998,2488
2433,64,7117879621695937,7117879621698326,2389
2434,64,7117879621699309,7117879621701736,2427
2435,64,7117879621702685,7117879621705070,2385
2436,64,7117879621706003,7117879621708425,2422
2437,64,7117879621709376,7117879621711795,2419
2438,64,7117879621712766,7117879621715235,2469
2439,64,7117879621716185,7117879621718623,2438
2440,64,7117879621719593,7117879621722044,2451
2441,64,7117879621722998,7117879621725413,2415
2442,64,7117879621726334,7117879621728749,2415
2443,64,7117879621729707,7117879621732120,2413
2444,64,7117879621733090,7117879621735504,2414
2445,64,7117879621736441,7117879621738879,2438
2446,64,7117879621739840,7117879621742246,2406
2447,64,7117879621743195,7117879621745615,2420
2448,64,7117879621746558,7117879621748986,2428
2449,64,7117879621749947,7117879621752382,2435
2450,64,7117879621753305,7117879621755699,2394
2451,64,7117879621756696,7117879621759098,2402
2452,64,7117879621760017,7117879621762432,2415
2453,64,7117879621763376,7117879621765795,2419
2454,64,7117879621766754,7117879621769166,2412
2455,64,7117879621770115,7117879621772496,2381
2456,64,7117879621773543,7117879621775964,2421
2457,64,7117879621776929,7117879621779360,2431
2458,64,7117879621780287,7117879621782686,2399
2459,64,7117879621783683,7117879621786077,2394
2460,64,7117879621787028,7117879621789456,2428
2461,64,7117879621790383,7117879621792780,2397
2462,64,7117879621793741,7117879621796130,2389
2463,64,7117879621797118,7117879621799491,2373
2464,64,7117879621800839,7117879621803209,2370
2465,64,7117879621804179,7117879621806638,2459
2466,64,7117879621807506,7117879621809930,2424
2467,64,7117879621810879,7117879621813305,2426
2468,64,7117879621814251,7117879621816676,2425
2469,64,7117879621817652,7117879621820080,2428
2470,64,7117879621821026,7117879621823451,2425
2471,64,7117879621824374,7117879621826766,2392
2472,64,7117879621827778,7117879621830191,2413
2473,64,7117879621831135,7117879621833527,2392
2474,64,7117879621834462,7117879621836880,2418
2475,64,7117879621837859,7117879621840284,2425
2476,64,7117879621841252,7117879621843673,2421
2477,64,7117879621844646,7117879621847097,2451
2478,64,7117879621848058,7117879621850468,2410
2479,64,7117879621851482,7117879621853906,2424
2480,64,7117879621854837,7117879621857271,2434
2481,64,7117879621858260,7117879621860696,2436
2482,64,7117879621861608,7117879621863990,2382
2483,64,7117879621865037,7117879621867435,2398
2484,64,7117879621868402,7117879621870779,2377
2485,64,7117879621871807,7117879621874244,2437
2486,64,7117879621875201,7117879621877638,2437
2487,64,7117879621878630,7117879621881024,2394
2488,64,7117879621882041,7117879621884474,2433
2489,64,7117879621885495,7117879621887905,2410
2490,64,7117879621888842,7117879621891259,2417
2491,64,7117879621892257,7117879621894685,2428
2492,64,7117879621895628,7117879621898076,2448
2493,64,7117879621899117,7117879621901516,2399
2494,64,7117879621902530,7117879621904959,2429
2495,64,7117879621905947,7117879621908355,2408
2496,64,7117879621909657,7117879621912081,2424
2497,64,7117879621913001,7117879621915415,2414
2498,64,7117879621916352,7117879621918778,2426
2499,64,7117879621919742,7117879621922166,2424
2500,64,7117879621923083,7117879621925582,2499
2501,64,7117879621926575,7117879621929031,2456
2502,64,7117879621929990,7117879621932495,2505
2503,64,7117879621933491,7117879621935925,2434
2504,64,7117879621936854,7117879621939316,2462
2505,64,7117879621940282,7117879621942694,2412
2506,64,7117879621943670,7117879621946099,2429
2507,64,7117879621947060,7117879621949477,2417
2508,64,7117879621950379,7117879621952787,2408
2509,64,7117879621953751,7117879621956156,2405
2510,64,7117879621957079,7117879621959483,2404
2511,64,7117879621960489,7117879621962931,2442
2512,64,7117879621963843,7117879621966272,2429
2513,64,7117879621967270,7117879621969679,2409
2514,64,7117879621970647,7117879621973032,2385
2515,64,7117879621974046,7117879621976475,2429
2516,64,7117879621977398,7117879621979786,2388
2517,64,7117879621980766,7117879621983169,2403
2518,64,7117879621984082,7117879621986569,2487
2519,64,7117879621987556,7117879621989962,2406
2520,64,7117879621990930,7117879621993340,2410
2521,64,7117879621994345,7117879621996728,2383
2522,64,7117879621997709,7117879622000115,2406
2523,64,7117879622001135,7117879622003584,2449
2524,64,7117879622004552,7117879622006962,2410
2525,64,7117879622007932,7117879622010334,2402
2526,64,7117879622011278,7117879622013680,2402
2527,64,7117879622014683,7117879622017094,2411
2528,64,7117879622018384,7117879622020816,2432
2529,64,7117879622021772,7117879622024203,2431
2530,64,7117879622025135,7117879622027587,2452
2531,64,7117879622028547,7117879622030977,2430
2532,64,7117879622033677,7117879622036078,2401
2533,64,7117879622036995,7117879622039408,2413
2534,64,7117879622040334,7117879622042797,2463
2535,64,7117879622043733,7117879622046157,2424
2536,64,7117879622047095,7117879622049518,2423
2537,64,7117879622050454,7117879622052865,2411
2538,64,7117879622053824,7117879622056272,2448
2539,64,7117879622057209,7117879622059639,2430
2540,64,7117879622060541,7117879622062961,2420
2541,64,7117879622063923,7117879622066358,2435
2542,64,7117879622067312,7117879622069743,2431
2543,64,7117879622070706,7117879622073125,2419
2544,64,7117879622074041,7117879622076437,2396
2545,64,7117879622077400,7117879622079795,2395
2546,64,7117879622080780,7117879622083182,2402
2547,64,7117879622084176,7117879622086588,2412
2548,64,7117879622087537,7117879622089962,2425
2549,64,7117879622090963,7117879622093359,2396
2550,64,7117879622094320,7117879622096729,2409
2551,64,7117879622097692,7117879622100080,2388
2552,64,7117879622101051,7117879622103525,2474
2553,64,7117879622104508,7117879622106913,2405
2554,64,7117879622107874,7117879622110324,2450
2555,64,7117879622111285,7117879622113677,2392
2556,64,7117879622114640,7117879622119040,4400
2557,64,7117879622119969,7117879622122388,2419
2558,64,7117879622123466,7117879622125907,2441
2559,64,7117879622126923,7117879622129317,2394
2560,64,7117879622131193,7117879622133680,2487
2561,64,7117879622134672,7117879622137074,2402
2562,64,7117879622138014,7117879622140478,2464
2563,64,7117879622141374,7117879622143781,2407
2564,64,7117879622144697,7117879622147218,2521
2565,64,7117879622148181,7117879622150583,2402
2566,64,7117879622151589,7117879622154118,2529
2567,64,7117879622155073,7117879622157493,2420
2568,64,7117879622158413,7117879622160932,2519
2569,64,7117879622161921,7117879622164321,2400
2570,64,7117879622165274,7117879622167681,2407
2571,64,7117879622168629,7117879622171021,2392
2572,64,7117879622171982,7117879622174409,2427
2573,64,7117879622175409,7117879622177811,2402
2574,64,7117879622178775,7117879622181215,2440
2575,64,7117879622182230,7117879622184652,2422
2576,64,7117879622185589,7117879622188011,2422
2577,64,7117879622188986,7117879622191398,2412
2578,64,7117879622192398,7117879622194844,2446
2579,64,7117879622195782,7117879622198194,2412
2580,64,7117879622199149,7117879622201561,2412
2581,64,7117879622202572,7117879622204933,2361
2582,64,7117879622205910,7117879622208307,2397
2583,64,7117879622209277,7117879622211670,2393
2584,64,7117879622212625,7117879622215181,2556
2585,64,7117879622216151,7117879622218536,2385
2586,64,7117879622219504,7117879622221924,2420
2587,64,7117879622222921,7117879622225305,2384
2588,64,7117879622226240,7117879622228645,2405
2589,64,7117879622229626,7117879622232029,2403
2590,64,7117879622233006,7117879622235503,2497
2591,64,7117879622236466,7117879622238840,2374
2592,64,7117879622240163,7117879622242566,2403
2593,64,7117879622243538,7117879622245952,2414
2594,64,7117879622246931,7117879622249357,2426
2595,64,7117879622250323,7117879622252744,2421
2596,64,7117879622253686,7117879622256112,2426
2597,64,7117879622257085,7117879622259476,2391
2598,64,7117879622260489,7117879622262924,2435
2599,64,7117879622263865,7117879622266268,2403
2600,64,7117879622267223,7117879622269653,2430
2601,64,7117879622270626,7117879622273005,2379
2602,64,7117879622274010,7117879622276391,2381
2603,64,7117879622277380,7117879622279787,2407
2604,64,7117879622280719,7117879622283122,2403
2605,64,7117879622284148,7117879622286560,2412
2606,64,7117879622287541,7117879622289970,2429
2607,64,7117879622290918,7117879622293372,2454
2608,64,7117879622294233,7117879622296663,2430
2609,64,7117879622297637,7117879622300050,2413
2610,64,7117879622301024,7117879622303457,2433
2611,64,7117879622304392,7117879622306811,2419
2612,64,7117879622307747,7117879622310209,2462
2613,64,7117879622311149,7117879622313586,2437
2614,64,7117879622314514,7117879622317011,2497
2615,64,7117879622317991,7117879622320391,2400
2616,64,7117879622321313,7117879622323763,2450
2617,64,7117879622324716,7117879622327120,2404
2618,64,7117879622328074,7117879622330521,2447
2619,64,7117879622331507,7117879622333958,2451
2620,64,7117879622334864,7117879622337283,2419
2621,64,7117879622338255,7117879622340654,2399
2622,64,7117879622341586,7117879622344111,2525
2623,64,7117879622345056,7117879622347472,2416
2624,64,7117879622348416,7117879622350859,2443
2625,64,7117879622351834,7117879622354246,2412
2626,64,7117879622355191,7117879622357603,2412
2627,64,7117879622358579,7117879622360965,2386
2628,64,7117879622361908,7117879622364462,2554
2629,64,7117879622365390,7117879622367805,2415
2630,64,7117879622368805,7117879622371224,2419
2631,64,7117879622372192,7117879622374606,2414
2632,64,7117879622375556,7117879622378000,2444
2633,64,7117879622378969,7117879622381411,2442
2634,64,7117879622382319,7117879622384741,2422
2635,64,7117879622385694,7117879622388140,2446
2636,64,7117879622389048,7117879622391487,2439
2637,64,7117879622392419,7117879622394820,2401
2638,64,7117879622395798,7117879622398192,2394
2639,64,7117879622399169,7117879622401575,2406
2640,64,7117879622402524,7117879622404911,2387
2641,64,7117879622405897,7117879622408298,2401
2642,64,7117879622409244,7117879622411655,2411
2643,64,7117879622412641,7117879622415030,2389
2644,64,7117879622415983,7117879622418424,2441
2645,64,7117879622419404,7117879622421782,2378
2646,64,7117879622422738,7117879622425173,2435
2647,64,7117879622426146,7117879622428540,2394
2648,64,7117879622429494,7117879622431978,2484
2649,64,7117879622432972,7117879622435366,2394
2650,64,7117879622436312,7117879622438737,2425
2651,64,7117879622439683,7117879622442071,2388
2652,64,7117879622443017,7117879622445384,2367
2653,64,7117879622446372,7117879622448754,2382
2654,64,7117879622449695,7117879622452072,2377
2655,64,7117879622453035,7117879622455403,2368
2656,64,7117879622456713,7117879622459138,2425
2657,64,7117879622460092,7117879622462512,2420
2658,64,7117879622463424,7117879622465838,2414
2659,64,7117879622466798,7117879622469246,2448
2660,64,7117879622471901,7117879622474307,2406
2661,64,7117879622475260,7117879622477657,2397
2662,64,7117879622478582,7117879622481026,2444
2663,64,7117879622481992,7117879622484404,2412
2664,64,7117879622485331,7117879622487846,2515
2665,64,7117879622488810,7117879622491233,2423
2666,64,7117879622492146,7117879622494563,2417
2667,64,7117879622495520,7117879622497935,2415
2668,64,7117879622498879,7117879622501306,2427
2669,64,7117879622502231,7117879622504641,2410
2670,64,7117879622505564,7117879622507957,2393
2671,64,7117879622508933,7117879622511332,2399
2672,64,7117879622512283,7117879622514679,2396
2673,64,7117879622515656,7117879622518083,2427
2674,64,7117879622519032,7117879622521413,2381
2675,64,7117879622522410,7117879622524801,2391
2676,64,7117879622525759,7117879622528169,2410
2677,64,7117879622529149,7117879622531551,2402
2678,64,7117879622532482,7117879622534900,2418
2679,64,7117879622535876,7117879622538244,2368
2680,64,7117879622539197,7117879622541640,2443
2681,64,7117879622542635,7117879622545046,2411
2682,64,7117879622546013,7117879622548448,2435
2683,64,7117879622549428,7117879622551825,2397
2684,64,7117879622552822,7117879622555203,2381
2685,64,7117879622556203,7117879622558578,2375
2686,64,7117879622559517,7117879622561938,2421
2687,64,7117879622562901,7117879622565279,2378
2688,64,7117879622567120,7117879622569537,2417
2689,64,7117879622570502,7117879622572885,2383
2690,64,7117879622573839,7117879622576329,2490
2691,64,7117879622577277,7117879622579684,2407
2692,64,7117879622580611,7117879622583234,2623
2693,64,7117879622584188,7117879622586598,2410
2694,64,7117879622587565,7117879622590081,2516
2695,64,7117879622591039,7117879622593461,2422
2696,64,7117879622594408,7117879622596843,2435
2697,64,7117879622597793,7117879622600204,2411
2698,64,7117879622601137,7117879622603537,2400
2699,64,7117879622604494,7117879622606918,2424
2700,64,7117879622607841,7117879622610258,2417
2701,64,7117879622611212,7117879622613624,2412
2702,64,7117879622614591,7117879622617003,2412
2703,64,7117879622617937,7117879622620345,2408
2704,64,7117879622621293,7117879622623666,2373
2705,64,7117879622624666,7117879622627060,2394
2706,64,7117879622628033,7117879622630411,2378
2707,64,7117879622631407,7117879622633828,2421
2708,64,7117879622634722,7117879622637133,2411
2709,64,7117879622640228,7117879622642637,2409
2710,64,7117879622643606,7117879622645979,2373
2711,64,7117879622646973,7117879622649353,2380
2712,64,7117879622650324,7117879622652734,2410
2713,64,7117879622653699,7117879622656068,2369
2714,64,7117879622657011,7117879622659385,2374
2715,64,7117879622660380,7117879622662751,2371
2716,64,7117879622663708,7117879622666098,2390
2717,64,7117879622667032,7117879622669410,2378
2718,64,7117879622670373,7117879622672781,2408
2719,64,7117879622673750,7117879622676107,2357
2720,64,7117879622677450,7117879622679818,2368
2721,64,7117879622680779,7117879622683143,2364
2722,64,7117879622684092,7117879622686488,2396
2723,64,7117879622687489,7117879622689884,2395
2724,64,7117879622690851,7117879622693252,2401
2725,64,7117879622694222,7117879622696597,2375
2726,64,7117879622697604,7117879622699977,2373
2727,64,7117879622700982,7117879622703352,2370
2728,64,7117879622704298,7117879622706696,2398
2729,64,7117879622707658,7117879622710019,2361
2730,64,7117879622710997,7117879622713414,2417
2731,64,7117879622714411,7117879622716788,2377
2732,64,7117879622717758,7117879622720182,2424
2733,64,7117879622721104,7117879622723471,2367
2734,64,7117879622724485,7117879622726860,2375
2735,64,7117879622727863,7117879622730234,2371
2736,64,7117879622731169,7117879622733570,2401
2737,64,7117879622734546,7117879622736964,2418
2738,64,7117879622737896,7117879622740303,2407
2739,64,7117879622741280,7117879622743679,2399
2740,64,7117879622744613,7117879622746970,2357
2741,64,7117879622747927,7117879622750321,2394
2742,64,7117879622751269,7117879622753626,2357
2743,64,7117879622754619,7117879622757021,2402
2744,64,7117879622757951,7117879622760342,2391
2745,64,7117879622761320,7117879622763722,2402
2746,64,7117879622764663,7117879622767077,2414
2747,64,7117879622768015,7117879622770410,2395
2748,64,7117879622771335,7117879622773735,2400
2749,64,7117879622774698,7117879622777100,2402
2750,64,7117879622778053,7117879622780457,2404
2751,64,7117879622781429,7117879622783818,2389
2752,64,7117879622785099,7117879622787536,2437
2753,64,7117879622788476,7117879622790861,2385
2754,64,7117879622791818,7117879622794192,2374
2755,64,7117879622795184,7117879622797567,2383
2756,64,7117879622798502,7117879622800913,2411
2757,64,7117879622801892,7117879622804287,2395
2758,64,7117879622805222,7117879622807635,2413
2759,64,7117879622808607,7117879622811001,2394
2760,64,7117879622811907,7117879622814319,2412
2761,64,7117879622815293,7117879622817691,2398
2762,64,7117879622818627,7117879622821022,2395
2763,64,7117879622822012,7117879622824409,2397
2764,64,7117879622825377,7117879622827768,2391
2765,64,7117879622828725,7117879622831126,2401
2766,64,7117879622832052,7117879622834470,2418
2767,64,7117879622835432,7117879622837828,2396
2768,64,7117879622838766,7117879622841165,2399
2769,64,7117879622842137,7117879622844531,2394
2770,64,7117879622845472,7117879622847889,2417
2771,64,7117879622848889,7117879622851268,2379
2772,64,7117879622852223,7117879622854614,2391
2773,64,7117879622855578,7117879622857985,2407
2774,64,7117879622858927,7117879622861321,2394
2775,64,7117879622862275,7117879622864660,2385
2776,64,7117879622865582,7117879622868005,2423
2777,64,7117879622868919,7117879622871299,2380
2778,64,7117879622872261,7117879622874630,2369
2779,64,7117879622875631,7117879622878008,2377
2780,64,7117879622878949,7117879622881325,2376
2781,64,7117879622882303,7117879622884676,2373
2782,64,7117879622885620,7117879622888005,2385
2783,64,7117879622888981,7117879622891364,2383
2784,64,7117879622892679,7117879622895115,2436
2785,64,7117879622896065,7117879622898474,2409
2786,64,7117879622899396,7117879622901773,2377
2787,64,7117879622902761,7117879622905147,2386
2788,64,7117879622907924,7117879622910295,2371
2789,64,7117879622911265,7117879622913679,2414
2790,64,7117879622914616,7117879622917016,2400
2791,64,7117879622918002,7117879622920406,2404
2792,64,7117879622921355,7117879622923731,2376
2793,64,7117879622924729,7117879622927173,2444
2794,64,7117879622928138,7117879622930547,2409
2795,64,7117879622931508,7117879622933893,2385
2796,64,7117879622934813,7117879622937184,2371
2797,64,7117879622938151,7117879622940541,2390
2798,64,7117879622941509,7117879622943894,2385
2799,64,7117879622944874,7117879622947273,2399
2800,64,7117879622948190,7117879622950601,2411
2801,64,7117879622951587,7117879622954014,2427
2802,64,7117879622954975,7117879622957404,2429
2803,64,7117879622958375,7117879622960759,2384
2804,64,7117879622961700,7117879622964090,2390
2805,64,7117879622965039,7117879622967446,2407
2806,64,7117879622968390,7117879622970767,2377
2807,64,7117879622971703,7117879622974118,2415
2808,64,7117879622975050,7117879622977449,2399
2809,64,7117879622978401,7117879622980809,2408
2810,64,7117879622981782,7117879622984205,2423
2811,64,7117879622985163,7117879622987601,2438
2812,64,7117879622988539,7117879622990956,2417
2813,64,7117879622991882,7117879622994284,2402
2814,64,7117879622995228,7117879622997627,2399
2815,64,7117879622998570,7117879623000977,2407
2816,64,7117879623003666,7117879623006087,2421
2817,64,7117879623007082,7117879623009461,2379
2818,64,7117879623010408,7117879623012908,2500
2819,64,7117879623013872,7117879623016283,2411
2820,64,7117879623017232,7117879623019610,2378
2821,64,7117879623020611,7117879623022989,2378
2822,64,7117879623024021,7117879623026431,2410
2823,64,7117879623027427,7117879623029800,2373
2824,64,7117879623030755,7117879623033166,2411
2825,64,7117879623034170,7117879623036554,2384
2826,64,7117879623037509,7117879623039893,2384
2827,64,7117879623040882,7117879623043277,2395
2828,64,7117879623044249,7117879623046642,2393
2829,64,7117879623047645,7117879623050029,2384
2830,64,7117879623051029,7117879623053408,2379
2831,64,7117879623054417,7117879623056790,2373
2832,64,7117879623057754,7117879623060154,2400
2833,64,7117879623061135,7117879623063548,2413
2834,64,7117879623064535,7117879623066963,2428
2835,64,7117879623067915,7117879623070352,2437
2836,64,7117879623071290,7117879623073689,2399
2837,64,7117879623074666,7117879623077055,2389
2838,64,7117879623078009,7117879623080403,2394
2839,64,7117879623081338,7117879623083732,2394
2840,64,7117879623084745,7117879623087253,2508
2841,64,7117879623088220,7117879623090648,2428
2842,64,7117879623091576,7117879623093975,2399
2843,64,7117879623094922,7117879623097334,2412
2844,64,7117879623098253,7117879623100653,2400
2845,64,7117879623101581,7117879623103971,2390
2846,64,7117879623104944,7117879623107363,2419
2847,64,7117879623108297,7117879623110678,2381
2848,64,7117879623111998,7117879623114392,2394
2849,64,7117879623115394,7117879623117806,2412
2850,64,7117879623118767,7117879623121136,2369
2851,64,7117879623122131,7117879623124513,2382
2852,64,7117879623125509,7117879623127880,2371
2853,64,7117879623128886,7117879623131261,2375
2854,64,7117879623132220,7117879623134584,2364
2855,64,7117879623135541,7117879623137943,2402
2856,64,7117879623138869,7117879623141271,2402
2857,64,7117879623142272,7117879623144653,2381
2858,64,7117879623145593,7117879623147972,2379
2859,64,7117879623148965,7117879623151332,2367
2860,64,7117879623152287,7117879623154664,2377
2861,64,7117879623155671,7117879623158059,2388
2862,64,7117879623159047,7117879623161413,2366
2863,64,7117879623162370,7117879623164774,2404
2864,64,7117879623165706,7117879623168104,2398
